Title,Equipment,Level,Type_Cardio,Type_Strength,BodyPart_Abdominals,BodyPart_Abductors,BodyPart_Adductors,BodyPart_Biceps,BodyPart_Calves,BodyPart_Chest,BodyPart_Forearms,BodyPart_Glutes,BodyPart_Hamstrings,BodyPart_Lats,BodyPart_Lower Back,BodyPart_Middle Back,BodyPart_Neck,BodyPart_Quadriceps,BodyPart_Shoulders,BodyPart_Traps,BodyPart_Triceps
Feet-Elevated TRX Push-Up,Bands,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Band-suspended kettlebell bench press,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HM Banded Cross-Over Pull,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rusin Band Pull-Apart,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UNS Banded Push-Up,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taylor Band-Assisted One-Arm Push-Up,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline band bench press,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Band push-up,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Band chest fly,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close-grip bench press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbell Bench Press - Medium Grip,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline barbell bench press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide-grip bench press,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide-Grip Decline Barbell Bench Press,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbell Incline Bench Press Medium-Grip,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neck Press,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Front Raise And Pullover,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Board bench press,Barbell,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbell Bench Press-Wide Grip,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide-Grip Decline Barbell Pullover,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbell Guillotine Bench Press,Barbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Band-suspended kettlebell bench press,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paul Carter Incline Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline bench press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bench press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TBS Close-Grip Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AM Flat Bench Barbell Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Close-Grip Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King Maker Barbell Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King Maker Incline Barbell Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Incline Barbell Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Barbell Bench Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest 30-Degree Incline Dumbbell Press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spoto press,Barbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kettlebell plyo push-up,Kettlebells,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Extended Range One-Arm Kettlebell Floor Press,Kettlebells,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kettlebell alternating floor press,Kettlebells,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One-Arm Kettlebell Floor Press,Kettlebells,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leg-Over Floor Press,Kettlebells,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Band-suspended kettlebell bench press,Bands,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FYR2 Push-Up to Kettlebell Hike Combo,Kettlebells,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pushups,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hands-elevated push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-Arm Push-Up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close push-up to wide push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide-grip hands-elevated push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Push-Ups With Feet On An Exercise Ball,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Feet-elevated push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Isometric Wipers,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clock push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Push-Up Depth Jump,Body Only,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Push-Up Wide,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sphinx push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close-Hands Push-Up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiger-bend push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plyo push-up,Body Only,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close-grip hands-elevated push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suspended push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Push Up to Side Plank,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Isometric Chest Squeezes,Body Only,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Side-to-side push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Typewriter push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diamond push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Judo push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Superman Push-Up,Body Only,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One-Arm Push-Up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clapping Push-Up,Body Only,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Staggered push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip hands-elevated push-up,Body Only,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triple Clap Push-Up,Body Only,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Side kick-through push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swimming,Body Only,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FYR Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frog push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide push-up plank hold,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Push-Up - Gethin Variation,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HM Incline Push-Up On Chair,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HM Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HM Push-Plank,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AM Chest Dips,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UN Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UNS Foam Roll Pecs,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UN Hands Elevated Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Seal Drag to Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Hand-Elevated Push-Up with Hand Row,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Slow Hips-Up Chest Press,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Jump-Out Push-Up with Hand Hop Back,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Froggy Push-Up to Donkey Kick,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Push-Up to Sit Back,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Sit Back Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Alternating Staggered Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Foot-Up Diving Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Narrow Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Dynamo Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Jump to Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Foot-Elevated Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Feet-Elevated Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total Fitness Plyo Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scapular push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King Maker Push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Warrior push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taylor Roll-Over Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taylor One-Arm Push-Up Slow Negative,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Push-Up To Isometric Hold,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Bench Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn 3-Phase Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Fast Feet To Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Judo Push-Up To Pike Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Pike Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Push-Up To Frogger,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Push-Up With Hand Side-Step,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Push-Up With Hand-Up Rotation,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Sphinx Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaBurn Spiderman Push-Up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberston Push-up to Down Dog,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACFT Hand-release push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.5-rep push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACFT Triple-clap push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACFT Superman push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cross-over push-up,Body Only,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leverage Incline Chest Press,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Butterfly,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leverage Chest Press,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline Smith Press,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine bench press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leverage Decline Chest Press,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine chest press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith Machine Incline Bench Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith Machine Close-Grip Bench Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith Machine Decline Press,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine bench press throw,Machine,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine chest fly,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine bench press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine Seated Chest Press - Gethin Variation,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine weighted push-up,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine incline bench press-,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine decline bench press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AM Pec Dec,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Machine Flat Chest Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smith machine push-up,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Smith Machine Incline Chest Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Smith Machine Chest Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Machine Incline Chest Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Machine Fly,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest 30-Degree Incline Smith Machine Press,Machine,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Low-cable cross-over,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline cable chest fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cable Crossover,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline cable chest press,Cable,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cable Chest Press,Cable,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm cable cross-over,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cable cross-over,Cable,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Standing Cable Chest Press,Cable,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lying cable chest fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paul Carter Cable Cross-Over,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One-Arm Cable Crossover - Gethin Variation,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Cable Fly - Gethin Variation,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cable Cross-Over - Gethin Variation,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seated cable chest fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm incline cable cross-over-,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
High-to-low cable chest fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Cable Cross-Over,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Cable Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Low-To-High Cable Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Incline Cable Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Incline Cable Chest Press,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest High-To-Low Cable Press,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest High-To-Low Cable Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Shoulder-Height Cable Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cable Pec Fly,Cable,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chest Push (multiple response),Medicine Ball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medicine Ball Chest Pass,Medicine Ball,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medicine ball sprawl to chest press,Medicine Ball,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medicine ball push-up,Medicine Ball,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chest Push (single response),Medicine Ball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chest Push with Run Release,Medicine Ball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chest Push from 3 point stance,Medicine Ball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Bench Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Flyes,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline Dumbbell Flyes,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip incline dumbbell bench press,Dumbbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Flyes,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neutral-grip dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm kettlebell row,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hammer Grip Incline DB Bench Press,Dumbbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Straight-arm dumbbell pull-over,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Bench With Palms Facing In,Dumbbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Flyes - With A Twist,Dumbbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bent-arm dumbbell pull-over,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close-grip dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-dumbbell push-up,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One-Arm Flat Bench Dumbbell Flye,Dumbbell,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Fix Dumbbell Floor Chest Fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Fix Traveling Push-Up,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline dumbbell chest fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paul Carter Dumbbell Shrug,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell push-up row,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TBS Dumbbell Incline Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Fly - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell bench press-,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline dumbbell fly and press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline dumbbell fly and press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm decline dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm incline dumbbell bench press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Press - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Chest Press - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Floor Press - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decline Dumbbell Press - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dumbbell chest fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine rear delt fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AM Dumbbell Bench Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Incline Dumbbell Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP Incline Dumbbell Fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holman Push-Up to Belly Touch,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Single-arm dumbbell floor press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total Fitness Weighted Push-Up,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King Maker Standing Dumbbell Shoulder Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Incline Dumbbell Fly,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Incline Dumbbell Bench Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Dumbbells-Together Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 Chest Dumbbells-Together Incline Bench Press,Dumbbell,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
